Weight,Diameter,Color,Supplier,Country,Season
102,3.09,Dark Red,Tomatosio,Turkey,Winter
110,4.68,Red,Tomatooryx,India,Winter
186,5.99,Orange,Obeliskmato,Brazil,Winter
134,5.51,Red,Obeliskmato,Spain,Spring
125,7.26,Orange,Tomatoaster,Brazil,Summer
72,5.16,Red,Tomatooryx,China,Summer
230,4.60,Red,Obeliskmato,China,Fall
143,7.14,Orange,Tomatooryx,Brazil,Winter
148,4.35,Dark Red,Tomatosio,Spain,Fall
106,8.74,Orange,Tomatoaster,Turkey,Winter
135,6.22,Orange,Tomatosio,Turkey,Summer
110,4.86,Orange,Tomatooryx,India,Winter
102,5.90,Red,Tomatooryx,China,Summer
191,5.00,Red,Tomatoaster,India,Summer
131,7.63,Orange,Obeliskmato,USA,Winter
71,7.28,Orange,Obeliskmato,USA,Spring
125,5.55,Orange,Tomatosio,Spain,Fall
130,4.85,Dark Red,Tomatooryx,China,Spring
121,7.85,Orange,Tomatoaster,Brazil,Fall
136,3.74,Dark Red,Tomatoaster,India,Summer
127,4.02,Dark Red,Tomatooryx,Turkey,Spring
206,7.76,Red,Obeliskmato,Spain,Summer
175,6.27,Dark Red,Tomatosio,USA,Summer
148,4.53,Dark Red,Obeliskmato,Turkey,Summer
74,5.06,Red,Tomatoaster,India,Summer
196,6.31,Dark Red,Tomatosio,Turkey,Winter
158,3.06,Red,Obeliskmato,Turkey,Spring
139,3.97,Dark Red,Obeliskmato,Turkey,Spring
77,7.55,Dark Red,Tomatooryx,China,Summer
105,7.73,Red,Tomatosio,USA,Spring
132,9.20,Red,Obeliskmato,China,Spring
218,6.19,Orange,Tomatoaster,USA,Fall
226,8.63,Orange,Tomatosio,Spain,Winter
221,9.15,Dark Red,Tomatooryx,USA,Spring
128,9.32,Orange,Tomatoaster,Brazil,Spring
137,5.16,Dark Red,Obeliskmato,Spain,Winter
54,4.68,Red,Obeliskmato,India,Winter
96,3.23,Dark Red,Tomatooryx,China,Summer
129,7.09,Orange,Tomatoaster,Spain,Fall
95,5.26,Orange,Tomatosio,Brazil,Summer
131,4.79,Red,Tomatooryx,China,Spring
215,9.41,Dark Red,Tomatoaster,Spain,Summer
71,8.76,Dark Red,Tomatoaster,USA,Summer
109,4.57,Orange,Obeliskmato,China,Summer
155,6.57,Orange,Tomatoaster,Spain,Spring
174,6.56,Orange,Tomatoaster,USA,Spring
122,8.71,Dark Red,Tomatoaster,Spain,Winter
113,4.48,Dark Red,Tomatosio,Turkey,Fall
102,6.68,Orange,Tomatoaster,Spain,Winter
119,5.49,Dark Red,Obeliskmato,USA,Fall
60,9.01,Dark Red,Tomatoaster,Spain,Fall
50,5.58,Orange,Obeliskmato,China,Spring
102,4.04,Red,Tomatoaster,Spain,Summer
204,7.44,Orange,Tomatoaster,Brazil,Fall
147,5.39,Dark Red,Obeliskmato,Brazil,Summer
145,4.76,Dark Red,Tomatooryx,Turkey,Spring
151,9.03,Orange,Tomatosio,Spain,Winter
100,6.66,Dark Red,Tomatooryx,Turkey,Spring
125,4.99,Red,Tomatosio,USA,Spring
157,4.44,Dark Red,Tomatosio,Brazil,Winter
101,4.31,Orange,Tomatooryx,USA,Fall
79,5.49,Red,Obeliskmato,India,Spring
228,7.07,Dark Red,Tomatosio,China,Spring
138,3.39,Orange,Tomatooryx,Turkey,Spring
98,5.84,Orange,Obeliskmato,China,Fall
144,6.12,Dark Red,Tomatosio,Brazil,Winter
220,9.90,Orange,Tomatooryx,China,Winter
130,3.29,Dark Red,Obeliskmato,Turkey,Summer
87,5.17,Orange,Tomatoaster,Spain,Summer
108,5.54,Orange,Tomatosio,USA,Fall
90,5.47,Dark Red,Tomatooryx,China,Fall
105,8.28,Dark Red,Tomatoaster,Spain,Fall
116,7.69,Red,Tomatooryx,China,Fall
59,5.58,Dark Red,Tomatooryx,China,Summer
100,4.77,Dark Red,Tomatooryx,USA,Summer
145,6.35,Dark Red,Obeliskmato,Brazil,Fall
146,5.77,Orange,Tomatosio,Spain,Fall
61,7.51,Dark Red,Obeliskmato,China,Spring
217,8.19,Orange,Tomatosio,Spain,Spring
168,7.68,Red,Tomatoaster,Brazil,Winter
78,9.03,Red,Tomatosio,USA,Winter
148,4.68,Red,Tomatooryx,Brazil,Fall
131,4.99,Red,Tomatosio,China,Fall
68,3.55,Orange,Tomatoaster,USA,Winter
208,8.08,Dark Red,Tomatoaster,India,Spring
116,7.13,Dark Red,Tomatooryx,China,Summer
218,6.44,Dark Red,Tomatoaster,Turkey,Summer
212,7.10,Dark Red,Tomatosio,India,Fall
128,6.83,Orange,Tomatoaster,Turkey,Fall
112,8.96,Orange,Tomatosio,Spain,Fall
74,4.36,Dark Red,Tomatosio,Turkey,Spring
60,6.16,Orange,Tomatoaster,Brazil,Fall
79,5.29,Dark Red,Tomatooryx,China,Summer
222,6.76,Orange,Tomatoaster,Spain,Winter
81,4.19,Dark Red,Tomatooryx,Brazil,Spring
101,5.84,Dark Red,Tomatoaster,Brazil,Winter
144,5.01,Dark Red,Obeliskmato,China,Fall
105,5.63,Orange,Tomatosio,USA,Winter
98,3.50,Red,Tomatooryx,China,Winter
229,5.72,Dark Red,Obeliskmato,Turkey,Summer
177,7.42,Orange,Tomatooryx,Turkey,Summer
74,5.56,Dark Red,Obeliskmato,India,Spring
119,4.26,Red,Obeliskmato,Turkey,Summer
204,3.48,Orange,Tomatooryx,Spain,Winter
225,6.33,Orange,Tomatosio,USA,Fall
139,6.75,Dark Red,Tomatooryx,India,Fall
202,5.72,Orange,Tomatoaster,Brazil,Fall
93,5.64,Red,Tomatooryx,India,Spring
86,4.65,Red,Obeliskmato,Turkey,Spring
88,4.64,Orange,Obeliskmato,India,Fall
142,7.32,Orange,Tomatoaster,Spain,Winter
192,3.40,Dark Red,Tomatoaster,Spain,Winter
107,5.64,Dark Red,Obeliskmato,China,Winter
60,4.37,Orange,Obeliskmato,China,Fall
177,6.61,Dark Red,Tomatoaster,Spain,Summer
72,8.66,Orange,Tomatosio,Brazil,Winter
121,9.92,Red,Obeliskmato,India,Fall
198,4.17,Dark Red,Tomatosio,Turkey,Spring
130,5.98,Dark Red,Tomatooryx,Brazil,Fall
223,9.46,Orange,Obeliskmato,Spain,Spring
117,5.37,Dark Red,Tomatosio,Spain,Winter
108,5.39,Red,Tomatoaster,India,Spring
74,5.35,Red,Obeliskmato,Turkey,Summer
60,4.14,Dark Red,Tomatooryx,Turkey,Spring
70,5.00,Dark Red,Tomatosio,India,Summer
143,5.43,Red,Obeliskmato,China,Fall
123,4.48,Dark Red,Tomatooryx,Spain,Fall
61,3.50,Dark Red,Obeliskmato,Turkey,Summer
67,5.25,Dark Red,Obeliskmato,Spain,Fall
138,6.86,Dark Red,Tomatosio,Brazil,Fall
51,7.37,Red,Obeliskmato,China,Summer
105,7.98,Dark Red,Obeliskmato,USA,Summer
103,3.22,Orange,Tomatoaster,Brazil,Winter
173,9.96,Orange,Obeliskmato,Spain,Winter
133,4.91,Red,Tomatooryx,China,Spring
170,8.40,Red,Tomatosio,Spain,Spring
81,4.80,Dark Red,Obeliskmato,Turkey,Summer
109,5.78,Dark Red,Tomatoaster,Turkey,Summer
54,9.09,Red,Obeliskmato,Spain,Fall
76,5.06,Dark Red,Obeliskmato,Spain,Spring
79,9.31,Dark Red,Tomatoaster,USA,Summer
135,3.03,Red,Tomatoaster,USA,Spring
198,4.05,Dark Red,Tomatooryx,Turkey,Spring
175,5.92,Orange,Obeliskmato,China,Fall
164,5.14,Dark Red,Tomatooryx,India,Summer
109,5.02,Red,Obeliskmato,China,Summer
96,5.41,Dark Red,Tomatosio,USA,Spring
174,6.10,Orange,Tomatosio,USA,Winter
63,5.87,Dark Red,Obeliskmato,USA,Spring
223,4.09,Dark Red,Obeliskmato,Brazil,Spring
145,5.24,Orange,Tomatosio,USA,Winter
120,8.09,Red,Obeliskmato,China,Winter
143,6.30,Dark Red,Tomatoaster,Turkey,Fall
107,7.30,Orange,Tomatoaster,USA,Winter
124,6.91,Red,Tomatooryx,China,Summer
81,3.23,Dark Red,Obeliskmato,Turkey,Summer
196,5.55,Orange,Tomatosio,Brazil,Fall
169,5.55,Dark Red,Obeliskmato,India,Spring
62,3.11,Dark Red,Obeliskmato,China,Fall
82,9.93,Orange,Tomatosio,Turkey,Winter
149,6.70,Red,Tomatosio,Brazil,Summer
170,5.77,Dark Red,Obeliskmato,Spain,Spring
145,5.86,Orange,Tomatooryx,China,Fall
185,5.06,Red,Obeliskmato,India,Summer
126,3.68,Orange,Obeliskmato,China,Winter
100,8.16,Red,Obeliskmato,Spain,Spring
128,5.24,Dark Red,Tomatoaster,China,Spring
73,5.44,Orange,Obeliskmato,China,Spring
125,3.81,Dark Red,Obeliskmato,China,Summer
121,4.16,Dark Red,Tomatooryx,India,Spring
200,4.93,Orange,Tomatoaster,Brazil,Fall
207,8.83,Dark Red,Tomatosio,Brazil,Winter
74,7.95,Red,Tomatoaster,India,Spring
169,4.93,Orange,Obeliskmato,India,Summer
75,3.09,Red,Tomatosio,USA,Fall
73,5.81,Dark Red,Tomatosio,India,Summer
141,4.22,Orange,Tomatoaster,Spain,Spring
221,4.55,Dark Red,Tomatooryx,Turkey,Summer
111,6.09,Orange,Tomatoaster,Spain,Fall
68,4.13,Orange,Tomatooryx,USA,Fall
86,5.76,Dark Red,Tomatooryx,Spain,Winter
121,4.77,Dark Red,Tomatooryx,Brazil,Summer
72,3.66,Dark Red,Tomatooryx,Turkey,Spring
201,7.35,Orange,Tomatoaster,Spain,Spring
203,9.43,Dark Red,Tomatooryx,Brazil,Winter
171,5.88,Orange,Tomatoaster,Spain,Fall
155,7.26,Dark Red,Obeliskmato,Spain,Winter
144,3.98,Red,Obeliskmato,Turkey,Fall
54,5.39,Dark Red,Obeliskmato,China,Winter
120,9.54,Orange,Tomatosio,Spain,Fall
199,8.01,Orange,Tomatooryx,Brazil,Summer
84,4.71,Orange,Tomatosio,China,Summer
128,5.47,Red,Obeliskmato,Turkey,Summer
90,6.39,Red,Tomatooryx,China,Spring
140,3.03,Dark Red,Tomatooryx,Brazil,Winter
172,7.42,Red,Tomatoaster,Turkey,Fall
103,5.31,Orange,Tomatosio,Turkey,Winter
213,9.67,Dark Red,Tomatoaster,Turkey,Summer
106,3.02,Red,Obeliskmato,Brazil,Spring
136,8.40,Dark Red,Tomatoaster,India,Spring
68,4.42,Red,Tomatooryx,Turkey,Summer
222,9.98,Orange,Tomatosio,Spain,Fall
204,5.41,Red,Tomatoaster,Spain,Winter
143,6.42,Orange,Tomatoaster,Spain,Winter
125,9.97,Red,Tomatoaster,China,Summer
133,5.35,Orange,Tomatoaster,Spain,Fall
108,5.31,Dark Red,Tomatooryx,China,Fall
127,6.35,Dark Red,Tomatoaster,Spain,Summer
145,9.70,Dark Red,Tomatosio,Brazil,Winter
169,9.43,Dark Red,Tomatoaster,Brazil,Winter
156,6.55,Orange,Tomatosio,USA,Fall
127,3.48,Red,Tomatooryx,China,Fall
71,4.94,Orange,Obeliskmato,China,Spring
60,4.08,Red,Obeliskmato,China,Spring
151,8.29,Dark Red,Tomatoaster,Spain,Winter
75,5.66,Red,Tomatooryx,India,Spring
162,9.18,Orange,Tomatoaster,Turkey,Summer
186,7.95,Dark Red,Tomatosio,Spain,Winter
52,3.51,Red,Obeliskmato,China,Fall
97,8.85,Orange,Tomatooryx,USA,Summer
100,7.35,Dark Red,Tomatoaster,Brazil,Winter
170,3.80,Dark Red,Tomatooryx,USA,Spring
108,7.49,Dark Red,Tomatosio,Turkey,Summer
193,9.37,Dark Red,Tomatosio,Brazil,Winter
129,4.39,Dark Red,Obeliskmato,Turkey,Summer
162,8.12,Red,Tomatoaster,Turkey,Summer
117,5.20,Red,Tomatooryx,China,Fall
126,4.58,Dark Red,Tomatooryx,USA,Summer
197,5.84,Red,Obeliskmato,Turkey,Spring
134,9.38,Dark Red,Tomatosio,USA,Winter
114,9.50,Orange,Tomatoaster,USA,Spring
150,9.41,Dark Red,Tomatoaster,Brazil,Summer
141,7.96,Dark Red,Tomatoaster,Brazil,Winter
135,7.12,Dark Red,Tomatooryx,China,Spring
100,9.48,Orange,Tomatosio,USA,Winter
135,3.36,Red,Obeliskmato,India,Winter
216,4.22,Dark Red,Tomatooryx,USA,Summer
170,7.74,Orange,Tomatoaster,Brazil,Fall
126,6.81,Orange,Tomatosio,Brazil,Winter
136,3.54,Dark Red,Tomatooryx,Brazil,Summer
145,7.14,Orange,Tomatosio,Brazil,Winter
141,5.16,Orange,Obeliskmato,USA,Fall
195,7.81,Dark Red,Tomatoaster,Spain,Spring
102,6.71,Dark Red,Tomatooryx,Brazil,Winter
200,6.00,Orange,Obeliskmato,Turkey,Winter
125,5.20,Orange,Tomatooryx,USA,Summer
147,3.51,Orange,Tomatoaster,Spain,Spring
107,3.93,Red,Tomatooryx,China,Summer
88,5.43,Red,Tomatooryx,China,Summer
210,6.06,Orange,Tomatosio,Brazil,Fall
207,7.35,Red,Obeliskmato,Brazil,Summer
114,4.73,Red,Tomatosio,China,Spring
135,5.50,Dark Red,Tomatooryx,China,Summer
63,6.35,Dark Red,Obeliskmato,Turkey,Summer
178,7.67,Dark Red,Tomatooryx,USA,Fall
133,7.24,Orange,Tomatooryx,China,Spring
201,8.62,Red,Tomatooryx,Turkey,Fall
202,9.87,Dark Red,Tomatosio,Turkey,Winter
157,5.94,Orange,Tomatoaster,Brazil,Fall
142,3.98,Red,Tomatooryx,China,Summer
73,8.54,Dark Red,Tomatooryx,India,Fall
113,5.50,Red,Obeliskmato,India,Summer
117,6.95,Dark Red,Tomatooryx,Brazil,Fall
148,8.78,Dark Red,Obeliskmato,Turkey,Fall
134,8.05,Orange,Obeliskmato,Spain,Winter
126,5.46,Dark Red,Obeliskmato,Spain,Winter
157,5.93,Dark Red,Obeliskmato,USA,Spring
134,4.22,Orange,Tomatosio,Brazil,Winter
121,7.04,Dark Red,Tomatosio,Spain,Fall
53,6.75,Dark Red,Tomatosio,Turkey,Fall
151,9.53,Orange,Obeliskmato,USA,Winter
101,4.78,Dark Red,Obeliskmato,China,Summer
89,5.01,Dark Red,Tomatosio,Turkey,Fall
216,6.95,Dark Red,Tomatooryx,USA,Fall
143,8.53,Orange,Tomatooryx,USA,Spring
213,8.04,Dark Red,Tomatosio,Spain,Winter
95,5.84,Dark Red,Tomatoaster,Turkey,Winter
176,5.99,Red,Tomatooryx,India,Spring
85,4.29,Red,Tomatooryx,India,Spring
168,7.54,Dark Red,Tomatoaster,USA,Fall
191,4.15,Dark Red,Tomatoaster,Turkey,Fall
82,3.67,Dark Red,Tomatooryx,Spain,Winter
224,8.51,Orange,Tomatoaster,Brazil,Spring
113,5.84,Red,Obeliskmato,Turkey,Summer
120,5.94,Dark Red,Tomatoaster,USA,Winter
55,4.91,Red,Obeliskmato,Turkey,Spring
144,8.21,Dark Red,Tomatooryx,Brazil,Winter
206,6.96,Dark Red,Tomatooryx,India,Summer
197,9.43,Orange,Tomatosio,Spain,Summer
140,5.78,Dark Red,Tomatoaster,Spain,Fall
113,5.91,Dark Red,Tomatoaster,China,Fall
189,7.07,Dark Red,Tomatosio,India,Fall
123,9.51,Dark Red,Obeliskmato,Turkey,Fall
65,3.62,Dark Red,Obeliskmato,USA,Spring
80,5.33,Dark Red,Tomatoaster,Spain,Winter
205,9.23,Dark Red,Obeliskmato,Spain,Winter
139,5.43,Red,Obeliskmato,China,Summer
137,8.56,Dark Red,Tomatoaster,China,Fall
142,6.55,Orange,Tomatosio,Brazil,Summer
119,3.14,Orange,Tomatooryx,China,Winter
163,5.90,Red,Obeliskmato,China,Spring
176,6.70,Orange,Tomatoaster,Spain,Winter
145,3.23,Dark Red,Obeliskmato,China,Summer
113,4.46,Dark Red,Obeliskmato,Spain,Winter
220,7.82,Red,Tomatosio,USA,Fall
69,3.62,Red,Obeliskmato,China,Summer
105,4.90,Red,Tomatooryx,Turkey,Summer
229,5.19,Dark Red,Obeliskmato,Spain,Summer
140,9.12,Red,Tomatoaster,Brazil,Fall
50,7.37,Dark Red,Tomatoaster,Spain,Winter
143,8.46,Orange,Tomatoaster,China,Winter
204,9.66,Dark Red,Tomatooryx,Spain,Summer
177,9.36,Orange,Tomatosio,USA,Winter
79,9.36,Dark Red,Tomatooryx,Turkey,Spring
119,9.14,Dark Red,Obeliskmato,Spain,Spring
216,7.60,Orange,Obeliskmato,Spain,Summer
161,9.87,Orange,Tomatoaster,USA,Fall
212,5.20,Orange,Obeliskmato,Turkey,Winter
148,5.58,Dark Red,Tomatooryx,USA,Spring
61,7.34,Red,Tomatosio,India,Summer
161,6.23,Dark Red,Tomatoaster,USA,Fall
118,3.49,Red,Obeliskmato,China,Spring
206,5.33,Dark Red,Tomatosio,Spain,Spring
146,7.42,Orange,Tomatoaster,Brazil,Winter
104,5.35,Red,Tomatosio,Turkey,Winter
72,3.25,Red,Tomatooryx,Turkey,Spring
70,3.35,Red,Tomatooryx,Turkey,Spring
203,9.81,Dark Red,Tomatoaster,India,Fall
171,6.91,Orange,Tomatooryx,Spain,Fall
226,5.13,Orange,Tomatooryx,Spain,Winter
87,9.74,Orange,Tomatoaster,Brazil,Fall
98,4.25,Orange,Obeliskmato,Turkey,Spring
219,8.68,Dark Red,Obeliskmato,China,Winter
119,4.81,Red,Obeliskmato,Turkey,Spring
162,5.17,Dark Red,Tomatooryx,China,Summer
180,8.30,Orange,Tomatosio,Brazil,Winter
193,8.46,Dark Red,Tomatoaster,Brazil,Spring
161,7.23,Dark Red,Tomatosio,USA,Spring
123,9.72,Dark Red,Obeliskmato,Brazil,Spring
98,3.34,Dark Red,Tomatooryx,Turkey,Summer
130,4.10,Orange,Tomatosio,China,Summer
229,5.78,Red,Obeliskmato,China,Winter
131,9.36,Orange,Tomatosio,USA,Winter
127,5.09,Red,Tomatooryx,Turkey,Summer
115,8.44,Dark Red,Tomatoaster,Spain,Fall
130,5.86,Dark Red,Obeliskmato,Spain,Spring
145,5.45,Dark Red,Obeliskmato,Turkey,Spring
195,7.40,Orange,Tomatosio,India,Fall
103,4.46,Red,Tomatooryx,Spain,Spring
215,5.00,Orange,Tomatoaster,USA,Summer
100,3.89,Red,Tomatoaster,Turkey,Spring
227,5.40,Red,Tomatooryx,Turkey,Spring
107,6.13,Orange,Tomatosio,Spain,Winter
101,5.80,Dark Red,Obeliskmato,Turkey,Winter
135,5.06,Dark Red,Obeliskmato,Brazil,Fall
155,5.01,Dark Red,Obeliskmato,USA,Winter
51,9.87,Red,Tomatooryx,Turkey,Spring
152,7.92,Dark Red,Tomatoaster,Brazil,Fall
149,9.30,Dark Red,Tomatosio,China,Fall
125,7.58,Orange,Obeliskmato,Spain,Winter
166,5.64,Dark Red,Obeliskmato,Turkey,Summer
210,9.44,Orange,Tomatoaster,China,Fall
133,8.16,Dark Red,Tomatoaster,USA,Spring
156,8.16,Dark Red,Tomatooryx,USA,Summer
53,7.27,Orange,Tomatoaster,Turkey,Fall
128,5.34,Dark Red,Obeliskmato,China,Winter
51,9.13,Red,Obeliskmato,India,Fall
113,3.82,Red,Tomatoaster,Turkey,Summer
191,6.51,Dark Red,Tomatoaster,India,Winter
131,6.06,Dark Red,Tomatosio,China,Winter
146,3.16,Dark Red,Tomatoaster,India,Summer
203,6.27,Dark Red,Tomatosio,Spain,Winter
124,6.83,Orange,Tomatoaster,USA,Fall
222,4.67,Orange,Obeliskmato,India,Spring
170,4.64,Dark Red,Obeliskmato,China,Winter
218,4.08,Dark Red,Tomatosio,Turkey,Spring
54,7.98,Dark Red,Tomatosio,Brazil,Fall
65,3.65,Dark Red,Tomatosio,Brazil,Fall
122,8.71,Dark Red,Tomatoaster,Spain,Spring
199,8.79,Orange,Tomatosio,Brazil,Winter
229,7.61,Dark Red,Tomatooryx,India,Fall
145,4.02,Red,Obeliskmato,Turkey,Winter
101,4.28,Red,Obeliskmato,India,Winter
125,4.28,Orange,Tomatooryx,Brazil,Spring
51,3.43,Red,Tomatooryx,Turkey,Winter
161,8.27,Red,Tomatoaster,China,Winter
79,5.52,Dark Red,Obeliskmato,India,Fall
99,4.61,Dark Red,Tomatooryx,Turkey,Summer
95,4.94,Orange,Obeliskmato,USA,Summer
211,3.71,Red,Tomatosio,China,Winter
109,5.61,Dark Red,Tomatosio,Brazil,Summer
90,3.60,Red,Obeliskmato,Turkey,Spring
162,7.46,Dark Red,Obeliskmato,China,Fall
210,7.00,Dark Red,Tomatosio,China,Winter
209,7.06,Red,Tomatosio,Spain,Winter
137,5.61,Red,Tomatooryx,Brazil,Spring
81,5.83,Red,Tomatosio,China,Winter
109,6.88,Dark Red,Tomatoaster,India,Winter
129,3.14,Dark Red,Tomatooryx,China,Winter
223,8.39,Dark Red,Tomatosio,China,Winter
129,4.60,Red,Tomatooryx,Spain,Spring
105,7.49,Orange,Obeliskmato,Spain,Fall
108,8.22,Orange,Tomatosio,USA,Summer
92,7.81,Dark Red,Tomatooryx,China,Spring
230,8.16,Red,Tomatosio,China,Summer
228,6.71,Orange,Tomatosio,Brazil,Summer
181,9.83,Orange,Tomatoaster,Spain,Winter
147,8.87,Orange,Tomatooryx,China,Spring
59,4.60,Dark Red,Tomatooryx,Turkey,Summer
109,7.36,Red,Tomatoaster,Turkey,Spring
56,4.41,Dark Red,Tomatooryx,Brazil,Summer
221,5.32,Orange,Tomatoaster,Brazil,Fall
168,9.02,Orange,Obeliskmato,USA,Winter
117,9.27,Dark Red,Tomatoaster,Brazil,Summer
138,5.97,Red,Tomatoaster,Turkey,Spring
93,5.11,Orange,Tomatoaster,Brazil,Summer
145,3.60,Dark Red,Tomatoaster,India,Spring
104,5.84,Dark Red,Obeliskmato,Turkey,Summer
189,9.47,Orange,Obeliskmato,Turkey,Spring
196,7.63,Dark Red,Tomatoaster,Turkey,Winter
125,3.43,Red,Obeliskmato,China,Summer
120,5.06,Red,Obeliskmato,USA,Spring
118,4.19,Orange,Obeliskmato,Turkey,Spring
143,6.43,Dark Red,Tomatoaster,Spain,Spring
115,3.84,Dark Red,Tomatoaster,Turkey,Winter
63,5.62,Orange,Tomatoaster,Spain,Winter
174,3.08,Orange,Tomatosio,China,Winter
99,4.45,Dark Red,Obeliskmato,India,Spring
101,3.76,Red,Tomatoaster,Turkey,Winter
212,4.55,Dark Red,Tomatosio,Brazil,Spring
197,5.79,Red,Obeliskmato,Turkey,Spring
147,7.35,Orange,Obeliskmato,USA,Fall
138,5.87,Red,Obeliskmato,Spain,Summer
70,5.41,Red,Obeliskmato,Spain,Fall
119,4.33,Red,Obeliskmato,China,Winter
207,4.87,Dark Red,Tomatoaster,Brazil,Spring
207,5.12,Orange,Tomatoaster,Spain,Fall
140,7.48,Dark Red,Tomatoaster,USA,Fall
66,6.57,Dark Red,Tomatooryx,USA,Fall
94,8.84,Orange,Tomatosio,China,Fall
131,4.96,Red,Tomatooryx,USA,Winter
113,6.98,Orange,Tomatosio,Brazil,Winter
97,5.92,Red,Obeliskmato,India,Winter
92,4.02,Red,Obeliskmato,India,Summer
107,8.13,Dark Red,Tomatosio,USA,Fall
179,5.69,Dark Red,Tomatoaster,USA,Fall
106,9.23,Dark Red,Obeliskmato,Spain,Summer
177,5.99,Orange,Tomatoaster,Spain,Spring
141,4.19,Dark Red,Tomatosio,Spain,Spring
134,5.69,Dark Red,Tomatooryx,Turkey,Summer
178,6.09,Orange,Tomatooryx,Turkey,Fall
53,9.99,Orange,Tomatooryx,China,Summer
164,8.22,Dark Red,Obeliskmato,India,Spring
183,5.61,Orange,Obeliskmato,Spain,Fall
109,5.49,Dark Red,Tomatosio,China,Fall
147,7.75,Orange,Tomatoaster,Spain,Fall
123,9.44,Orange,Tomatooryx,Spain,Winter
131,5.24,Dark Red,Obeliskmato,China,Fall
101,6.58,Dark Red,Tomatosio,USA,Fall
131,6.02,Dark Red,Tomatoaster,Turkey,Winter
63,4.50,Red,Obeliskmato,USA,Summer
57,8.11,Orange,Tomatooryx,Brazil,Fall
127,4.42,Red,Obeliskmato,Turkey,Spring
148,4.16,Dark Red,Tomatooryx,Turkey,Winter
62,6.37,Dark Red,Tomatoaster,Brazil,Winter
115,3.08,Orange,Tomatooryx,Brazil,Summer
80,7.20,Red,Tomatosio,China,Winter
190,8.06,Dark Red,Tomatoaster,USA,Fall
187,5.67,Orange,Tomatoaster,Brazil,Winter
199,5.18,Orange,Tomatoaster,USA,Fall
192,4.13,Orange,Tomatooryx,Brazil,Winter
198,5.05,Red,Tomatooryx,Brazil,Summer
58,3.42,Red,Obeliskmato,Brazil,Spring
104,9.31,Dark Red,Tomatosio,Spain,Fall
174,6.32,Red,Tomatosio,Spain,Fall
186,5.41,Dark Red,Tomatosio,Turkey,Fall
114,8.68,Red,Tomatosio,USA,Fall
145,6.77,Orange,Tomatoaster,Brazil,Fall
92,4.05,Orange,Tomatosio,USA,Winter
146,4.39,Orange,Tomatoaster,India,Fall
122,5.88,Dark Red,Obeliskmato,Turkey,Summer
127,9.55,Red,Obeliskmato,Turkey,Spring
113,8.00,Dark Red,Tomatoaster,Brazil,Fall
131,5.32,Dark Red,Obeliskmato,USA,Spring
117,4.04,Dark Red,Obeliskmato,India,Winter
160,5.41,Red,Obeliskmato,Turkey,Winter
163,6.16,Orange,Tomatooryx,Brazil,Winter
144,8.84,Dark Red,Tomatoaster,Turkey,Winter
212,9.61,Dark Red,Tomatoaster,Brazil,Fall
57,6.91,Dark Red,Tomatooryx,Brazil,Winter
206,6.74,Orange,Obeliskmato,Turkey,Winter
80,4.38,Dark Red,Tomatosio,Turkey,Spring
113,3.00,Red,Obeliskmato,Turkey,Spring
69,4.04,Red,Tomatoaster,China,Summer
227,9.99,Dark Red,Tomatosio,USA,Fall
84,3.82,Dark Red,Tomatooryx,Brazil,Summer
230,7.86,Dark Red,Tomatoaster,Brazil,Fall
155,6.10,Orange,Tomatoaster,Spain,Winter
126,5.23,Dark Red,Tomatooryx,India,Summer
150,7.25,Red,Obeliskmato,Turkey,Summer
108,3.07,Dark Red,Tomatooryx,Brazil,Summer
128,6.64,Orange,Obeliskmato,Spain,Fall
168,8.85,Dark Red,Tomatosio,Spain,Fall
124,7.73,Orange,Tomatosio,USA,Spring
79,3.52,Red,Tomatoaster,Turkey,Spring
139,7.57,Red,Obeliskmato,Brazil,Spring
175,5.35,Dark Red,Tomatoaster,Brazil,Fall
84,5.51,Red,Tomatoaster,Turkey,Spring
81,6.66,Dark Red,Tomatooryx,Brazil,Fall
226,4.81,Orange,Tomatooryx,Brazil,Fall
172,8.14,Dark Red,Tomatooryx,China,Fall
113,9.43,Dark Red,Tomatoaster,USA,Winter
110,6.82,Dark Red,Tomatoaster,Spain,Winter
107,3.08,Dark Red,Tomatosio,China,Spring
101,3.35,Dark Red,Tomatooryx,China,Fall
214,6.79,Dark Red,Tomatosio,China,Spring
130,4.96,Dark Red,Tomatoaster,Spain,Winter
128,5.58,Dark Red,Tomatoaster,USA,Winter
87,7.50,Dark Red,Tomatoaster,Brazil,Winter
155,4.14,Orange,Obeliskmato,Spain,Winter
128,4.83,Dark Red,Obeliskmato,India,Spring
132,8.08,Red,Tomatosio,China,Fall
222,4.06,Dark Red,Tomatosio,USA,Summer
63,4.16,Dark Red,Tomatooryx,China,Spring
89,6.01,Orange,Tomatooryx,Brazil,Winter
115,9.52,Dark Red,Obeliskmato,Turkey,Spring
133,4.76,Dark Red,Obeliskmato,China,Summer
194,3.62,Orange,Tomatooryx,USA,Fall
152,4.94,Orange,Tomatosio,India,Summer
188,4.21,Dark Red,Tomatoaster,Turkey,Summer
217,6.28,Orange,Tomatoaster,India,Summer
177,5.99,Orange,Tomatosio,Brazil,Fall
229,5.63,Dark Red,Tomatooryx,India,Fall
217,3.15,Orange,Obeliskmato,China,Spring
170,9.09,Orange,Tomatosio,Turkey,Winter
